ID,Prompt,Model,Correct_final,Relevance_final,Scientific_final
na_18_2,A 1000 ml measuring cup is filled with 400 ml of the light green solution.,gpt4o_python,3,3.5,4
na_18_2,A 1000 ml measuring cup is filled with 400 ml of the light green solution.,dalle,3.5,2.5,1
na_19_2,A circuit diagram contains a battery and 5 small light bulbs.,automatikz,1.5,1.5,2.5
na_19_2,A circuit diagram contains a battery and 5 small light bulbs.,llama_tikz,0,0,0
na_19_2,A circuit diagram contains a battery and 5 small light bulbs.,gpt4o_tikz,4.5,5,4.5
na_19_2,A circuit diagram contains a battery and 5 small light bulbs.,stable_diffusion,1,3,2
na_19_2,A circuit diagram contains a battery and 5 small light bulbs.,llama_python,0,0,0
na_19_2,A circuit diagram contains a battery and 5 small light bulbs.,gpt4o_python,2,2.5,3
na_19_2,A circuit diagram contains a battery and 5 small light bulbs.,dalle,1.5,1.5,1
na_20_2,The distance between the cube and the square pyramid is 10 cm. The distance is marked with a line segment and the distance number.,automatikz,1,1,3.5
na_20_2,The distance between the cube and the square pyramid is 10 cm. The distance is marked with a line segment and the distance number.,llama_tikz,1,1,3.5
na_20_2,The distance between the cube and the square pyramid is 10 cm. The distance is marked with a line segment and the distance number.,gpt4o_tikz,4,4.5,4.5
na_20_2,The distance between the cube and the square pyramid is 10 cm. The distance is marked with a line segment and the distance number.,stable_diffusion,2,3.5,2.5
na_20_2,The distance between the cube and the square pyramid is 10 cm. The distance is marked with a line segment and the distance number.,llama_python,1,2.5,3
na_20_2,The distance between the cube and the square pyramid is 10 cm. The distance is marked with a line segment and the distance number.,gpt4o_python,2.5,3,4.5
na_20_2,The distance between the cube and the square pyramid is 10 cm. The distance is marked with a line segment and the distance number.,dalle,1.5,1.5,3.5
nsa_1_2,2 blue diamonds are placed in the middle of a cube.,automatikz,1.5,2,3.5
nsa_1_2,2 blue diamonds are placed in the middle of a cube.,llama_tikz,2.5,3,4.5
nsa_1_2,2 blue diamonds are placed in the middle of a cube.,gpt4o_tikz,4,3.5,3.5
nsa_1_2,2 blue diamonds are placed in the middle of a cube.,stable_diffusion,2.5,2,1
nsa_1_2,2 blue diamonds are placed in the middle of a cube.,llama_python,1.5,3,5
nsa_1_2,2 blue diamonds are placed in the middle of a cube.,gpt4o_python,0,0,0
nsa_1_2,2 blue diamonds are placed in the middle of a cube.,dalle,2.5,2.5,1
nsa_2_2,"6 buckets are aligned in a row; the first one is grey, and the others are brown.",automatikz,2,2,4
nsa_2_2,"6 buckets are aligned in a row; the first one is grey, and the others are brown.",llama_tikz,0,0,0
nsa_2_2,"6 buckets are aligned in a row; the first one is grey, and the others are brown.",gpt4o_tikz,2.5,3.5,3.5
nsa_2_2,"6 buckets are aligned in a row; the first one is grey, and the others are brown.",stable_diffusion,2.5,2.5,1.5
nsa_2_2,"6 buckets are aligned in a row; the first one is grey, and the others are brown.",llama_python,4,5,4.5
nsa_2_2,"6 buckets are aligned in a row; the first one is grey, and the others are brown.",gpt4o_python,3.5,3.5,3
nsa_2_2,"6 buckets are aligned in a row; the first one is grey, and the others are brown.",dalle,1.5,1.5,1
nsa_3_2,"8 parallel line segments are inside a circle, with all of their endpoints on the circle. Mark the endpoints with red dots.",automatikz,2,1.5,4.5
nsa_3_2,"8 parallel line segments are inside a circle, with all of their endpoints on the circle. Mark the endpoints with red dots.",llama_tikz,2,1,4.5
nsa_3_2,"8 parallel line segments are inside a circle, with all of their endpoints on the circle. Mark the endpoints with red dots.",gpt4o_tikz,1.5,1.5,4
nsa_3_2,"8 parallel line segments are inside a circle, with all of their endpoints on the circle. Mark the endpoints with red dots.",stable_diffusion,1,1.5,2.5
nsa_3_2,"8 parallel line segments are inside a circle, with all of their endpoints on the circle. Mark the endpoints with red dots.",llama_python,2.5,3.5,4.5
nsa_3_2,"8 parallel line segments are inside a circle, with all of their endpoints on the circle. Mark the endpoints with red dots.",gpt4o_python,1.5,1.5,3
nsa_3_2,"8 parallel line segments are inside a circle, with all of their endpoints on the circle. Mark the endpoints with red dots.",dalle,1,1.5,2
nsa_4_2,"Two lines divide the dots into three clusters. Mark the bottom cluster in light green, the middle cluster in light blue, and the last one in yellow.",automatikz,1,2,3.5
nsa_4_2,"Two lines divide the dots into three clusters. Mark the bottom cluster in light green, the middle cluster in light blue, and the last one in yellow.",llama_tikz,0,0,0
nsa_4_2,"Two lines divide the dots into three clusters. Mark the bottom cluster in light green, the middle cluster in light blue, and the last one in yellow.",gpt4o_tikz,4,4.5,4
nsa_4_2,"Two lines divide the dots into three clusters. Mark the bottom cluster in light green, the middle cluster in light blue, and the last one in yellow.",stable_diffusion,1,1,2
nsa_4_2,"Two lines divide the dots into three clusters. Mark the bottom cluster in light green, the middle cluster in light blue, and the last one in yellow.",llama_python,2,3,3.5
nsa_4_2,"Two lines divide the dots into three clusters. Mark the bottom cluster in light green, the middle cluster in light blue, and the last one in yellow.",gpt4o_python,5,5,5
nsa_4_2,"Two lines divide the dots into three clusters. Mark the bottom cluster in light green, the middle cluster in light blue, and the last one in yellow.",dalle,1,1.5,1.5
nsa_5_2,6 triangular prisms are placed in a coordinate system and are symmetrical about the origin. Objects on the one side are in pink. Objects on the other side are in orange.,automatikz,0,0,0
nsa_5_2,6 triangular prisms are placed in a coordinate system and are symmetrical about the origin. Objects on the one side are in pink. Objects on the other side are in orange.,llama_tikz,2,2,3.5
nsa_5_2,6 triangular prisms are placed in a coordinate system and are symmetrical about the origin. Objects on the one side are in pink. Objects on the other side are in orange.,gpt4o_tikz,3,3,4
nsa_5_2,6 triangular prisms are placed in a coordinate system and are symmetrical about the origin. Objects on the one side are in pink. Objects on the other side are in orange.,stable_diffusion,1.5,2.5,2.5
nsa_5_2,6 triangular prisms are placed in a coordinate system and are symmetrical about the origin. Objects on the one side are in pink. Objects on the other side are in orange.,llama_python,0,0,0
nsa_5_2,6 triangular prisms are placed in a coordinate system and are symmetrical about the origin. Objects on the one side are in pink. Objects on the other side are in orange.,gpt4o_python,1,1,3.5
nsa_5_2,6 triangular prisms are placed in a coordinate system and are symmetrical about the origin. Objects on the one side are in pink. Objects on the other side are in orange.,dalle,1.5,1,1.5
nsa_6_2,Some cones are on opposite sides of a plane. There are 2 light blue ones on the left and 3 yellow ones on the right.,automatikz,1,1,3
nsa_6_2,Some cones are on opposite sides of a plane. There are 2 light blue ones on the left and 3 yellow ones on the right.,llama_tikz,1,1,3
nsa_6_2,Some cones are on opposite sides of a plane. There are 2 light blue ones on the left and 3 yellow ones on the right.,gpt4o_tikz,4,3,3.5
nsa_6_2,Some cones are on opposite sides of a plane. There are 2 light blue ones on the left and 3 yellow ones on the right.,stable_diffusion,3.5,3.5,1
nsa_6_2,Some cones are on opposite sides of a plane. There are 2 light blue ones on the left and 3 yellow ones on the right.,llama_python,1,1,3.5
nsa_6_2,Some cones are on opposite sides of a plane. There are 2 light blue ones on the left and 3 yellow ones on the right.,gpt4o_python,5,4.5,5
nsa_6_2,Some cones are on opposite sides of a plane. There are 2 light blue ones on the left and 3 yellow ones on the right.,dalle,1,1,1.5
nsa_7_2,"A line graph with 3 dark blue lines increasing gradually and intersecting once, and 4 light blue lines decreasing gradually without intersecting the other lines.",automatikz,1,1,3.5
nsa_7_2,"A line graph with 3 dark blue lines increasing gradually and intersecting once, and 4 light blue lines decreasing gradually without intersecting the other lines.",llama_tikz,0,0,0
nsa_7_2,"A line graph with 3 dark blue lines increasing gradually and intersecting once, and 4 light blue lines decreasing gradually without intersecting the other lines.",gpt4o_tikz,1.5,1.5,2.5
nsa_7_2,"A line graph with 3 dark blue lines increasing gradually and intersecting once, and 4 light blue lines decreasing gradually without intersecting the other lines.",stable_diffusion,1.5,2.5,3
nsa_7_2,"A line graph with 3 dark blue lines increasing gradually and intersecting once, and 4 light blue lines decreasing gradually without intersecting the other lines.",llama_python,3.5,4.5,4.5
nsa_7_2,"A line graph with 3 dark blue lines increasing gradually and intersecting once, and 4 light blue lines decreasing gradually without intersecting the other lines.",gpt4o_python,1,1,4
nsa_7_2,"A line graph with 3 dark blue lines increasing gradually and intersecting once, and 4 light blue lines decreasing gradually without intersecting the other lines.",dalle,1,1,3
nsa_8_2,A bar chart with 4 bars and mark the leftmost bar in brown.,automatikz,1.5,1,3
nsa_8_2,A bar chart with 4 bars and mark the leftmost bar in brown.,llama_tikz,0,0,0
nsa_8_2,A bar chart with 4 bars and mark the leftmost bar in brown.,gpt4o_tikz,4.5,4.5,4.5
nsa_8_2,A bar chart with 4 bars and mark the leftmost bar in brown.,stable_diffusion,4.5,3,2
nsa_8_2,A bar chart with 4 bars and mark the leftmost bar in brown.,llama_python,5,5,5
nsa_8_2,A bar chart with 4 bars and mark the leftmost bar in brown.,gpt4o_python,1,1,4
nsa_8_2,A bar chart with 4 bars and mark the leftmost bar in brown.,dalle,1.5,1,1
nsa_9_2,Three red straight lines are not parallel to each other. They pass through a light blue plane and form the same angle with the plane.,automatikz,2,2,3
nsa_9_2,Three red straight lines are not parallel to each other. They pass through a light blue plane and form the same angle with the plane.,llama_tikz,0,0,0
nsa_9_2,Three red straight lines are not parallel to each other. They pass through a light blue plane and form the same angle with the plane.,gpt4o_tikz,1.5,2,3
nsa_9_2,Three red straight lines are not parallel to each other. They pass through a light blue plane and form the same angle with the plane.,stable_diffusion,1.5,1,2.5
nsa_9_2,Three red straight lines are not parallel to each other. They pass through a light blue plane and form the same angle with the plane.,llama_python,1,1,5
nsa_9_2,Three red straight lines are not parallel to each other. They pass through a light blue plane and form the same angle with the plane.,gpt4o_python,4.5,3.5,4.5
nsa_9_2,Three red straight lines are not parallel to each other. They pass through a light blue plane and form the same angle with the plane.,dalle,1,1,1.5
nsa_10_2,Four dash lines are located in a coordinate system and are symmetrical about the X-axis in pairs. Each pair shares the same color.,automatikz,1.5,1.5,4
nsa_10_2,Four dash lines are located in a coordinate system and are symmetrical about the X-axis in pairs. Each pair shares the same color.,llama_tikz,2.5,2.5,3.5
nsa_10_2,Four dash lines are located in a coordinate system and are symmetrical about the X-axis in pairs. Each pair shares the same color.,gpt4o_tikz,3.5,3.5,4.5
nsa_10_2,Four dash lines are located in a coordinate system and are symmetrical about the X-axis in pairs. Each pair shares the same color.,stable_diffusion,1,1,2.5
nsa_10_2,Four dash lines are located in a coordinate system and are symmetrical about the X-axis in pairs. Each pair shares the same color.,llama_python,1,3,4
nsa_10_2,Four dash lines are located in a coordinate system and are symmetrical about the X-axis in pairs. Each pair shares the same color.,gpt4o_python,1,1,4
nsa_10_2,Four dash lines are located in a coordinate system and are symmetrical about the X-axis in pairs. Each pair shares the same color.,dalle,1,1,2
nsa_11_2,A small ball falls from a table 1.6 meters high and bounces to a height of 0.3 meters. The trajectory of the ball's fall and rebound is represented by a light green dotted line.,automatikz,1.5,2,3.5
nsa_11_2,A small ball falls from a table 1.6 meters high and bounces to a height of 0.3 meters. The trajectory of the ball's fall and rebound is represented by a light green dotted line.,llama_tikz,1,1,3.5
nsa_11_2,A small ball falls from a table 1.6 meters high and bounces to a height of 0.3 meters. The trajectory of the ball's fall and rebound is represented by a light green dotted line.,gpt4o_tikz,2.5,2.5,3
nsa_11_2,A small ball falls from a table 1.6 meters high and bounces to a height of 0.3 meters. The trajectory of the ball's fall and rebound is represented by a light green dotted line.,stable_diffusion,1.5,1.5,3
nsa_11_2,A small ball falls from a table 1.6 meters high and bounces to a height of 0.3 meters. The trajectory of the ball's fall and rebound is represented by a light green dotted line.,llama_python,1,1,3.5
nsa_11_2,A small ball falls from a table 1.6 meters high and bounces to a height of 0.3 meters. The trajectory of the ball's fall and rebound is represented by a light green dotted line.,gpt4o_python,1.5,3,2.5
nsa_11_2,A small ball falls from a table 1.6 meters high and bounces to a height of 0.3 meters. The trajectory of the ball's fall and rebound is represented by a light green dotted line.,dalle,2,1.5,1
nsa_12_2,"The box on the left contains 5 white balls, and the box on the right contains 4 green balls and 5 grey balls.",automatikz,2.5,3,2.5
nsa_12_2,"The box on the left contains 5 white balls, and the box on the right contains 4 green balls and 5 grey balls.",llama_tikz,2,2.5,3
nsa_12_2,"The box on the left contains 5 white balls, and the box on the right contains 4 green balls and 5 grey balls.",gpt4o_tikz,3,3,4
nsa_12_2,"The box on the left contains 5 white balls, and the box on the right contains 4 green balls and 5 grey balls.",stable_diffusion,2.5,2.5,1.5
nsa_12_2,"The box on the left contains 5 white balls, and the box on the right contains 4 green balls and 5 grey balls.",llama_python,0,0,0
nsa_12_2,"The box on the left contains 5 white balls, and the box on the right contains 4 green balls and 5 grey balls.",gpt4o_python,2.5,1,3
nsa_12_2,"The box on the left contains 5 white balls, and the box on the right contains 4 green balls and 5 grey balls.",dalle,3,3,1.5
nsa_13_2,"The scores of a class are in a bell shape, with the largest number of people in the 60-65 range. The highest and lowest scores are 7 and 60 respectively. A histogram represents the scores of this class.",automatikz,1,1,2.5
nsa_13_2,"The scores of a class are in a bell shape, with the largest number of people in the 60-65 range. The highest and lowest scores are 7 and 60 respectively. A histogram represents the scores of this class.",llama_tikz,0,0,0
nsa_13_2,"The scores of a class are in a bell shape, with the largest number of people in the 60-65 range. The highest and lowest scores are 7 and 60 respectively. A histogram represents the scores of this class.",gpt4o_tikz,0,0,0
nsa_13_2,"The scores of a class are in a bell shape, with the largest number of people in the 60-65 range. The highest and lowest scores are 7 and 60 respectively. A histogram represents the scores of this class.",stable_diffusion,1.5,1.5,1
nsa_13_2,"The scores of a class are in a bell shape, with the largest number of people in the 60-65 range. The highest and lowest scores are 7 and 60 respectively. A histogram represents the scores of this class.",llama_python,0,0,0
nsa_13_2,"The scores of a class are in a bell shape, with the largest number of people in the 60-65 range. The highest and lowest scores are 7 and 60 respectively. A histogram represents the scores of this class.",gpt4o_python,2.5,4.5,4.5
nsa_13_2,"The scores of a class are in a bell shape, with the largest number of people in the 60-65 range. The highest and lowest scores are 7 and 60 respectively. A histogram represents the scores of this class.",dalle,3,3.5,3.5
a_1_3,A purple hexagonal prism.,automatikz,0,0,0
a_1_3,A purple hexagonal prism.,llama_tikz,1,1,3
a_1_3,A purple hexagonal prism.,gpt4o_tikz,1,1,2
a_1_3,A purple hexagonal prism.,stable_diffusion,3,1.5,1
a_1_3,A purple hexagonal prism.,llama_python,3,4,4.5
a_1_3,A purple hexagonal prism.,gpt4o_python,4,3,4.5
a_1_3,A purple hexagonal prism.,dalle,1.5,1.5,1
a_2_3,A yellow star and a grey oval.,automatikz,3.5,3.5,4
a_2_3,A yellow star and a grey oval.,llama_tikz,3,3.5,4
a_2_3,A yellow star and a grey oval.,gpt4o_tikz,3,3.5,4.5
a_2_3,A yellow star and a grey oval.,stable_diffusion,5,4,3.5
a_2_3,A yellow star and a grey oval.,llama_python,3,2.5,2
a_2_3,A yellow star and a grey oval.,gpt4o_python,5,4,3
a_2_3,A yellow star and a grey oval.,dalle,1.5,1,1
a_3_3,A semicircle with a light blue border.,automatikz,3.5,4,3.5
a_3_3,A semicircle with a light blue border.,llama_tikz,1,1.5,2.5
a_3_3,A semicircle with a light blue border.,gpt4o_tikz,3,4,3.5
a_3_3,A semicircle with a light blue border.,stable_diffusion,1.5,1.5,2.5
a_3_3,A semicircle with a light blue border.,llama_python,4.5,5,4.5
a_3_3,A semicircle with a light blue border.,gpt4o_python,5,3.5,3.5
a_3_3,A semicircle with a light blue border.,dalle,1.5,1.5,1.5
a_4_3,An orange cube with the border of a different color.,automatikz,1.5,1.5,2.5
a_4_3,An orange cube with the border of a different color.,llama_tikz,1.5,1.5,4
a_4_3,An orange cube with the border of a different color.,gpt4o_tikz,5,4.5,4.5
a_4_3,An orange cube with the border of a different color.,stable_diffusion,3,2,1
a_4_3,An orange cube with the border of a different color.,llama_python,0,0,0
a_4_3,An orange cube with the border of a different color.,gpt4o_python,3,2,4
a_4_3,An orange cube with the border of a different color.,dalle,3,2,1.5
a_5_3,A circle with its radius marked in light green.,automatikz,5,5,4
a_5_3,A circle with its radius marked in light green.,llama_tikz,3,3.5,3
a_5_3,A circle with its radius marked in light green.,gpt4o_tikz,4,4,4
a_5_3,A circle with its radius marked in light green.,stable_diffusion,2,1.5,1.5
a_5_3,A circle with its radius marked in light green.,llama_python,5,4,5
a_5_3,A circle with its radius marked in light green.,gpt4o_python,5,5,4
a_5_3,A circle with its radius marked in light green.,dalle,1.5,2,1.5
a_6_3,A large triangular prism and a small one.,automatikz,1,1,3
a_6_3,A large triangular prism and a small one.,llama_tikz,1.5,1.5,3
a_6_3,A large triangular prism and a small one.,gpt4o_tikz,3.5,4,4
a_6_3,A large triangular prism and a small one.,stable_diffusion,1,1.5,1.5
a_6_3,A large triangular prism and a small one.,llama_python,0,0,0
a_6_3,A large triangular prism and a small one.,gpt4o_python,1,1,3
a_6_3,A large triangular prism and a small one.,dalle,3.5,3.5,1
a_7_3,Some hexagonal prisms of different sizes.,automatikz,1,1.5,2
a_7_3,Some hexagonal prisms of different sizes.,llama_tikz,0,0,0
a_7_3,Some hexagonal prisms of different sizes.,gpt4o_tikz,2,1.5,2
a_7_3,Some hexagonal prisms of different sizes.,stable_diffusion,2,2,1
a_7_3,Some hexagonal prisms of different sizes.,llama_python,1,1,3
a_7_3,Some hexagonal prisms of different sizes.,gpt4o_python,2,1.5,3.5
a_7_3,Some hexagonal prisms of different sizes.,dalle,1.5,2.5,1
a_8_3,The diagonal of the square is dark green and very thin.,automatikz,1.5,2,3.5
a_8_3,The diagonal of the square is dark green and very thin.,llama_tikz,1.5,2,3.5
a_8_3,The diagonal of the square is dark green and very thin.,gpt4o_tikz,4.5,4,3.5
a_8_3,The diagonal of the square is dark green and very thin.,stable_diffusion,3,2.5,3
a_8_3,The diagonal of the square is dark green and very thin.,llama_python,3,5,5
a_8_3,The diagonal of the square is dark green and very thin.,gpt4o_python,5,3,4.5
a_8_3,The diagonal of the square is dark green and very thin.,dalle,1,1,1.5
a_9_3,A quadrilateral with rounded corners.,automatikz,1,2,5
a_9_3,A quadrilateral with rounded corners.,llama_tikz,1.5,1.5,4
a_9_3,A quadrilateral with rounded corners.,gpt4o_tikz,5,4.5,3.5
a_9_3,A quadrilateral with rounded corners.,stable_diffusion,1.5,1,2.5
a_9_3,A quadrilateral with rounded corners.,llama_python,0,0,0
a_9_3,A quadrilateral with rounded corners.,gpt4o_python,5,4.5,3.5
a_9_3,A quadrilateral with rounded corners.,dalle,1,1.5,1
a_10_3,A pentagon with sides of equal length.,automatikz,1,2,3.5
a_10_3,A pentagon with sides of equal length.,llama_tikz,1,1.5,3.5
a_10_3,A pentagon with sides of equal length.,gpt4o_tikz,5,5,4
a_10_3,A pentagon with sides of equal length.,stable_diffusion,1.5,2,1.5
a_10_3,A pentagon with sides of equal length.,llama_python,1,2.5,5
a_10_3,A pentagon with sides of equal length.,gpt4o_python,5,5,4
a_10_3,A pentagon with sides of equal length.,dalle,3.5,2,3
a_11_3,Some quadrilaterals of different sizes and mark the largest one in purple.,automatikz,0,0,0
a_11_3,Some quadrilaterals of different sizes and mark the largest one in purple.,llama_tikz,0,0,0
a_11_3,Some quadrilaterals of different sizes and mark the largest one in purple.,gpt4o_tikz,4.5,5,4.5
a_11_3,Some quadrilaterals of different sizes and mark the largest one in purple.,stable_diffusion,1.5,1.5,2.5
a_11_3,Some quadrilaterals of different sizes and mark the largest one in purple.,llama_python,2,2.5,4
a_11_3,Some quadrilaterals of different sizes and mark the largest one in purple.,gpt4o_python,1.5,1,3
a_11_3,Some quadrilaterals of different sizes and mark the largest one in purple.,dalle,1.5,1,1
a_12_3,A bottle and its shadow which is longer than it.,automatikz,1,1,2.5
a_12_3,A bottle and its shadow which is longer than it.,llama_tikz,1,1,3
a_12_3,A bottle and its shadow which is longer than it.,gpt4o_tikz,3,3.5,2.5
a_12_3,A bottle and its shadow which is longer than it.,stable_diffusion,4.5,4,1
a_12_3,A bottle and its shadow which is longer than it.,llama_python,2,4,4.5
a_12_3,A bottle and its shadow which is longer than it.,gpt4o_python,2.5,2,3.5
a_12_3,A bottle and its shadow which is longer than it.,dalle,5,4.5,1
n_1_3,There are 2 beakers and 3 test tubes.,automatikz,1,1.5,2
n_1_3,There are 2 beakers and 3 test tubes.,llama_tikz,2,2,3
n_1_3,There are 2 beakers and 3 test tubes.,gpt4o_tikz,3,3.5,3
n_1_3,There are 2 beakers and 3 test tubes.,stable_diffusion,2,4,1
n_1_3,There are 2 beakers and 3 test tubes.,llama_python,4.5,4.5,4
n_1_3,There are 2 beakers and 3 test tubes.,gpt4o_python,2.5,3,2.5
n_1_3,There are 2 beakers and 3 test tubes.,dalle,2,2.5,1
n_2_3,"The number of triangles is 3, and there are 3 more pentagons than triangles.",automatikz,1,1,2
n_2_3,"The number of triangles is 3, and there are 3 more pentagons than triangles.",llama_tikz,0,0,0
n_2_3,"The number of triangles is 3, and there are 3 more pentagons than triangles.",gpt4o_tikz,5,5,3.5
n_2_3,"The number of triangles is 3, and there are 3 more pentagons than triangles.",stable_diffusion,1.5,1,1
n_2_3,"The number of triangles is 3, and there are 3 more pentagons than triangles.",llama_python,0,0,0
n_2_3,"The number of triangles is 3, and there are 3 more pentagons than triangles.",gpt4o_python,4.5,4.5,4
n_2_3,"The number of triangles is 3, and there are 3 more pentagons than triangles.",dalle,1,1,1.5
n_3_3,A polygon with 8 sides.,automatikz,1,1,3
n_3_3,A polygon with 8 sides.,llama_tikz,1.5,4,3.5
n_3_3,A polygon with 8 sides.,gpt4o_tikz,5,5,4
n_3_3,A polygon with 8 sides.,stable_diffusion,1.5,1,1
n_3_3,A polygon with 8 sides.,llama_python,5,4.5,5
n_3_3,A polygon with 8 sides.,gpt4o_python,5,4,4.5
n_3_3,A polygon with 8 sides.,dalle,5,3.5,1.5
n_4_3,A five-by-five matrix.,automatikz,3.5,3,3.5
n_4_3,A five-by-five matrix.,llama_tikz,4,5,4
n_4_3,A five-by-five matrix.,gpt4o_tikz,4,5,4
n_4_3,A five-by-five matrix.,stable_diffusion,2,2,1.5
n_4_3,A five-by-five matrix.,llama_python,3,2.5,5
n_4_3,A five-by-five matrix.,gpt4o_python,4.5,3.5,4.5
n_4_3,A five-by-five matrix.,dalle,1.5,2,1
n_5_3,"M semicircles and N ellipses, where M is greater than N, and M and N are both larger than 1.",automatikz,1.5,2,3
n_5_3,"M semicircles and N ellipses, where M is greater than N, and M and N are both larger than 1.",llama_tikz,2,2,3
n_5_3,"M semicircles and N ellipses, where M is greater than N, and M and N are both larger than 1.",gpt4o_tikz,5,5,3.5
n_5_3,"M semicircles and N ellipses, where M is greater than N, and M and N are both larger than 1.",stable_diffusion,1.5,1,1.5
n_5_3,"M semicircles and N ellipses, where M is greater than N, and M and N are both larger than 1.",llama_python,2.5,3,4.5
n_5_3,"M semicircles and N ellipses, where M is greater than N, and M and N are both larger than 1.",gpt4o_python,5,3.5,4.5
n_5_3,"M semicircles and N ellipses, where M is greater than N, and M and N are both larger than 1.",dalle,1,1,1.5
n_6_3,"M test tubes and N measuring cups, where M is the same as N, and M and N are both larger than 2.",automatikz,1,1,1.5
n_6_3,"M test tubes and N measuring cups, where M is the same as N, and M and N are both larger than 2.",llama_tikz,0,0,0
n_6_3,"M test tubes and N measuring cups, where M is the same as N, and M and N are both larger than 2.",gpt4o_tikz,2.5,3.5,3.5
n_6_3,"M test tubes and N measuring cups, where M is the same as N, and M and N are both larger than 2.",stable_diffusion,1,1.5,1
n_6_3,"M test tubes and N measuring cups, where M is the same as N, and M and N are both larger than 2.",llama_python,1,1,4.5
n_6_3,"M test tubes and N measuring cups, where M is the same as N, and M and N are both larger than 2.",gpt4o_python,4.5,4,3
n_6_3,"M test tubes and N measuring cups, where M is the same as N, and M and N are both larger than 2.",dalle,1,1,1
n_7_3,Y = x^{2} and its inverse function.,automatikz,1,1,2.5
n_7_3,Y = x^{2} and its inverse function.,llama_tikz,1,2,3
n_7_3,Y = x^{2} and its inverse function.,gpt4o_tikz,3,4,5
n_7_3,Y = x^{2} and its inverse function.,stable_diffusion,1,1,2
n_7_3,Y = x^{2} and its inverse function.,llama_python,3,3.5,5
n_7_3,Y = x^{2} and its inverse function.,gpt4o_python,2,2,4.5
n_7_3,Y = x^{2} and its inverse function.,dalle,1,1,1.5
n_8_3,"There are N balls and 3*N boxes, where N > 1.",automatikz,2,2,2
n_8_3,"There are N balls and 3*N boxes, where N > 1.",llama_tikz,0,0,0
n_8_3,"There are N balls and 3*N boxes, where N > 1.",gpt4o_tikz,5,5,4.5
n_8_3,"There are N balls and 3*N boxes, where N > 1.",stable_diffusion,2,2,1
n_8_3,"There are N balls and 3*N boxes, where N > 1.",llama_python,1.5,4,4
n_8_3,"There are N balls and 3*N boxes, where N > 1.",gpt4o_python,5,5,4
n_8_3,"There are N balls and 3*N boxes, where N > 1.",dalle,1,1.5,1
n_9_3,A rectangle with a length of 3 cm and a width of 1/3 of the length.,automatikz,3.5,3.5,3.5
n_9_3,A rectangle with a length of 3 cm and a width of 1/3 of the length.,llama_tikz,3,3,3
n_9_3,A rectangle with a length of 3 cm and a width of 1/3 of the length.,gpt4o_tikz,3,4.5,3
n_9_3,A rectangle with a length of 3 cm and a width of 1/3 of the length.,stable_diffusion,1,1.5,1
n_9_3,A rectangle with a length of 3 cm and a width of 1/3 of the length.,llama_python,3,4.5,4
n_9_3,A rectangle with a length of 3 cm and a width of 1/3 of the length.,gpt4o_python,5,4.5,4
n_9_3,A rectangle with a length of 3 cm and a width of 1/3 of the length.,dalle,1,1,1.5
n_10_3,"An ellipse is divided into N parts using N-1 lines, where N > 2.",automatikz,5,4,4.5
n_10_3,"An ellipse is divided into N parts using N-1 lines, where N > 2.",llama_tikz,0,0,0
n_10_3,"An ellipse is divided into N parts using N-1 lines, where N > 2.",gpt4o_tikz,0,0,0
n_10_3,"An ellipse is divided into N parts using N-1 lines, where N > 2.",stable_diffusion,2.5,1.5,0.5
n_10_3,"An ellipse is divided into N parts using N-1 lines, where N > 2.",llama_python,0,0,0
n_10_3,"An ellipse is divided into N parts using N-1 lines, where N > 2.",gpt4o_python,4.5,5,4
n_10_3,"An ellipse is divided into N parts using N-1 lines, where N > 2.",dalle,1,1.5,1.5
n_11_3,"In the pie chart, the proportion of children is 40%, and the rest are adults.",automatikz,1,1.5,3.5
n_11_3,"In the pie chart, the proportion of children is 40%, and the rest are adults.",llama_tikz,0,0,0
n_11_3,"In the pie chart, the proportion of children is 40%, and the rest are adults.",gpt4o_tikz,0,0,0
n_11_3,"In the pie chart, the proportion of children is 40%, and the rest are adults.",stable_diffusion,2,1.5,1
n_11_3,"In the pie chart, the proportion of children is 40%, and the rest are adults.",llama_python,5,5,5
n_11_3,"In the pie chart, the proportion of children is 40%, and the rest are adults.",gpt4o_python,5,4.5,5
n_11_3,"In the pie chart, the proportion of children is 40%, and the rest are adults.",dalle,1.5,1,1.5
n_12_3,"A bar chart representing weather distribution, with M sunny days, N rainy days, and K cloudy days, where M + N + K equals 15.",automatikz,1,1,3
n_12_3,"A bar chart representing weather distribution, with M sunny days, N rainy days, and K cloudy days, where M + N + K equals 15.",llama_tikz,0,0,0
n_12_3,"A bar chart representing weather distribution, with M sunny days, N rainy days, and K cloudy days, where M + N + K equals 15.",gpt4o_tikz,0.5,0,0.5
n_12_3,"A bar chart representing weather distribution, with M sunny days, N rainy days, and K cloudy days, where M + N + K equals 15.",stable_diffusion,1.5,2,2
n_12_3,"A bar chart representing weather distribution, with M sunny days, N rainy days, and K cloudy days, where M + N + K equals 15.",llama_python,5,5,5
n_12_3,"A bar chart representing weather distribution, with M sunny days, N rainy days, and K cloudy days, where M + N + K equals 15.",gpt4o_python,1.5,3,3
n_12_3,"A bar chart representing weather distribution, with M sunny days, N rainy days, and K cloudy days, where M + N + K equals 15.",dalle,2,2,1.5
n_13_3,A binary tree with a total of 8 nodes.,automatikz,1.5,1,1.5
n_13_3,A binary tree with a total of 8 nodes.,llama_tikz,0,0,0
